Name	Type	Subtype	CMC	Power	Toughness	Text	Sets
Marble Priest	Artifact Creature	Cleric	5	3	3	All Walls able to block Marble Priest do so. Prevent all combat damage that would be dealt to Marble Priest by Walls.	LEG
Wall of Fire	Creature	Wall	3	0	5	Defender (This creature can't attack.) {R}: Wall of Fire gets +1/+0 until end of turn.	LEA LEB 2ED CED CEI 3ED 4ED 5ED 6ED 7ED 10E M10 M13 M15
Kird Chieftain	Creature	Ape	4	3	3	Kird Chieftain gets +1/+1 as long as you control a Forest. {4}{G}: Target creature gets +2/+2 and gains trample until end of turn. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)	M15
Goka the Unjust	Creature	Ogre Shaman	4	4	4	{T}: Goka the Unjust deals 4 damage to target creature that was dealt damage this turn.	CHK
Sunscape Apprentice	Creature	Human Wizard	1	1	1	{G}, {T}: Target creature gets +1/+1 until end of turn. {U}, {T}: Put target creature you control on top of its owner's library.	INV
Skywatcher Adept	Creature	Merfolk Wizard	1	1	1	Level up {3} ({3}: Put a level counter on this. Level up only as a sorcery.) LEVEL 1-2 2/2 Flying LEVEL 3+ 4/2 Flying	ROE
Coral Eel	Creature	Fish	2	2	1		POR S99 8ED 9ED
Painwracker Oni	Creature	Demon Spirit	5	5	4	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.) At the beginning of your upkeep, sacrifice a creature if you don't control an Ogre.	CHK
Barbarian General	Creature	Human Barbarian Soldier	5	3	2	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)	PTK
Sangromancer	Creature	Vampire Shaman	4	3	3	Flying Whenever a creature an opponent controls dies, you may gain 3 life. Whenever an opponent discards a card, you may gain 3 life.	MBS
Phyrexian Driver	Creature	Zombie Mercenary	3	1	1	When Phyrexian Driver enters the battlefield, other Mercenary creatures get +1/+1 until end of turn.	NMS
Chieftain en-Dal	Creature	Human Knight	3	2	2	Whenever Chieftain en-Dal attacks, attacking creatures gain first strike until end of turn.	NMS
Bloodrock Cyclops	Creature	Cyclops	3	3	3	Bloodrock Cyclops attacks each turn if able.	WTH BTD 10E
Akroma, Angel of Fury	Creature	Angel	8	6	6	Akroma, Angel of Fury can't be countered. Flying, trample, protection from white and from blue {R}: Akroma, Angel of Fury gets +1/+0 until end of turn. Morph {3}{R}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	PLC CMD V15
Bile Urchin	Creature	Spirit	1	1	1	Sacrifice Bile Urchin: Target player loses 1 life.	BOK
Thundercloud Shaman	Creature	Giant Shaman	5	4	4	When Thundercloud Shaman enters the battlefield, it deals damage equal to the number of Giants you control to each non-Giant creature.	LRW MMA
Saprazzan Heir	Creature	Merfolk	2	1	1	Whenever Saprazzan Heir becomes blocked, you may draw three cards.	MMQ
Archangel	Creature	Angel	7	5	5	Flying, vigilance	VIS POR PO2 6ED S99 AVR C13
Abyssal Specter	Creature	Specter	4	2	3	Flying Whenever Abyssal Specter deals damage to a player, that player discards a card.	ICE 5ED 6ED BRB 7ED DKM 8ED DDC DPA DD3_DVD
Fylamarid	Creature	Squid Beast	3	1	3	Flying Fylamarid can't be blocked by blue creatures. {U}: Target creature becomes blue until end of turn.	TMP
Quickling	Creature	Faerie Rogue	2	2	2	Flash (You may cast this spell any time you could cast an instant.) Flying When Quickling enters the battlefield, sacrifice it unless you return another creature you control to its owner's hand.	M15
Heckling Fiends	Creature	Devil	3	2	2	{2}{R}: Target creature attacks this turn if able.	DKA CNS
Dreamscape Artist	Creature	Human Spellshaper	2	1	1	{2}{U}, {T}, Discard a card, Sacrifice a land: Search your library for up to two basic land cards and put them onto the battlefield. Then shuffle your library.	PLC
Marang River Prowler	Creature	Human Rogue	3	2	1	Marang River Prowler can't block and can't be blocked. You may cast Marang River Prowler from your graveyard as long as you control a black or green permanent.	FRF
Drainpipe Vermin	Creature	Rat	1	1	1	When Drainpipe Vermin dies, you may pay {B}. If you do, target player discards a card.	RTR
Budoka Pupil	Creature	Human Monk	3	2	2	Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Budoka Pupil. At the beginning of the end step, if there are two or more ki counters on Budoka Pupil, you may flip it.	pREL BOK
Spirit en-Kor	Creature	Kor Spirit	4	2	2	Flying {0}: The next 1 damage that would be dealt to Spirit en-Kor this turn is dealt to target creature you control instead.	STH TPR
Oran-Rief Invoker	Creature	Human Shaman	2	2	2	{8}: Oran-Rief Invoker gets +5/+5 and gains trample until end of turn.	BFZ
Nim Shrieker	Creature	Zombie	4	0	1	Flying Nim Shrieker gets +1/+0 for each artifact you control.	MRD
Opportunist	Creature	Human Soldier	3	2	2	{T}: Opportunist deals 1 damage to target creature that was dealt damage this turn.	TMP
Polis Crusher	Creature	Cyclops	4	4	4	Trample, protection from enchantments {4}{R}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.) Whenever Polis Crusher deals combat damage to a player, if Polis Crusher is monstrous, destroy target enchantment that player controls.	THS
Lu Xun, Scholar General	Creature	Human Soldier	4	1	3	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Whenever Lu Xun, Scholar General deals damage to an opponent, you may draw a card.	PTK ME3 C13
Rhox Bodyguard	Creature	Rhino Monk Soldier	5	2	3	Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.) When Rhox Bodyguard enters the battlefield, you gain 3 life.	CON
Order of the Golden Cricket	Creature	Kithkin Knight	2	2	2	Whenever Order of the Golden Cricket attacks, you may pay {W}. If you do, it gains flying until end of turn.	MOR
Crypt Sliver	Creature	Sliver	2	1	1	All Slivers have "{T}: Regenerate target Sliver."	LGN
Acolyte of Xathrid	Creature	Human Cleric	1	0	1	{1}{B}, {T}: Target player loses 1 life.	M10
Ikiral Outrider	Creature	Human Soldier	2	1	2	Level up {4} ({4}: Put a level counter on this. Level up only as a sorcery.) LEVEL 1-3 2/6 Vigilance LEVEL 4+ 3/10 Vigilance	ROE
Nezumi Cutthroat	Creature	Rat Warrior	2	2	1	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.) Nezumi Cutthroat can't block.	CHK
Ballynock Trapper	Creature	Kithkin Soldier	4	2	2	{T}: Tap target creature. Whenever you cast a white spell, you may untap Ballynock Trapper.	EVE
Lim-Dûl's Cohort	Creature	Zombie	3	2	3	Whenever Lim-Dûl's Cohort blocks or becomes blocked by a creature, that creature can't be regenerated this turn.	ICE ME4
Norwood Riders	Creature	Elf	4	3	3	Norwood Riders can't be blocked by more than one creature.	PO2
Eyeblight Assassin	Creature	Elf Assassin	3	2	2	When Eyeblight Assassin enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.	ORI
Anger	Creature	Incarnation	4	2	2	Haste As long as Anger is in your graveyard and you control a Mountain, creatures you control have haste.	JUD CMD DDI
Sakura-Tribe Springcaller	Creature	Snake Shaman	4	2	4	At the beginning of your upkeep, add {G} to your mana pool. Until end of turn, this mana doesn't empty from your mana pool as steps and phases end.	BOK
Guardians of Akrasa	Creature	Human Soldier	3	0	4	Defender (This creature can't attack.) Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)	ALA M13
Viscerid Deepwalker	Creature	Homarid Warrior	5	2	3	{U}: Viscerid Deepwalker gets +1/+0 until end of turn. Suspend 4—{U} (Rather than cast this card from your hand, you may pay {U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)	TSP
Princess Lucrezia	Creature	Human Wizard	6	5	4	{T}: Add {U} to your mana pool.	LEG ME3
Ironshell Beetle	Creature	Insect	2	1	1	When Ironshell Beetle enters the battlefield, put a +1/+1 counter on target creature.	JUD
Vedalken Entrancer	Creature	Vedalken Wizard	4	1	4	{U}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.	RAV M13
Windbrisk Raptor	Creature	Bird	7	5	7	Flying Attacking creatures you control have lifelink.	SHM
Evangel of Heliod	Creature	Human Cleric	6	1	3	When Evangel of Heliod enters the battlefield, put a number of 1/1 white Soldier creature tokens onto the battlefield equal to your devotion to white. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)	THS
Field Surgeon	Creature	Human Cleric	2	1	1	Tap an untapped creature you control: Prevent the next 1 damage that would be dealt to target creature this turn.	UDS
Exalted Angel	Creature	Angel	6	4	5	Flying Whenever Exalted Angel deals damage, you gain that much life. Morph {2}{W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	pJGP ONS V15
Regal Unicorn	Creature	Unicorn	3	2	3		POR 6ED
Creakwood Liege	Creature	Horror	4	2	2	Other black creatures you control get +1/+1. Other green creatures you control get +1/+1. At the beginning of your upkeep, you may put a 1/1 black and green Worm creature token onto the battlefield.	EVE MM2
Stern Judge	Creature	Human Cleric	3	2	2	{T}: Each player loses 1 life for each Swamp he or she controls.	TOR
Icefall Regent	Creature	Dragon	5	4	3	Flying When Icefall Regent enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Icefall Regent.  Spells your opponents cast that target Icefall Regent cost {2} more to cast.	DTK
Deepwood Legate	Creature	Shade	4	1	1	If an opponent controls a Forest and you control a Swamp, you may cast Deepwood Legate without paying its mana cost. {B}: Deepwood Legate gets +1/+1 until end of turn.	MMQ
Armory Guard	Creature	Giant Soldier	4	2	5	Armory Guard has vigilance as long as you control a Gate.	RTR DDL
Shield Bearer	Creature	Human Soldier	2	0	3	Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	ICE 5ED ME2
Soul Seizer	Creature	Spirit	5	1	3	Flying When Soul Seizer deals combat damage to a player, you may transform it. If you do, attach it to target creature that player controls.	DKA
Firewake Sliver	Creature	Sliver	3	1	1	All Sliver creatures have haste. All Slivers have "{1}, Sacrifice this permanent: Target Sliver creature gets +2/+2 until end of turn."	TSP
Offalsnout	Creature	Elemental	3	2	2	Flash When Offalsnout leaves the battlefield, exile target card from a graveyard. Evoke {B} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)	MOR
Tin Street Hooligan	Creature	Goblin Rogue	2	2	1	When Tin Street Hooligan enters the battlefield, if {G} was spent to cast Tin Street Hooligan, destroy target artifact.	GPT
Wojek Embermage	Creature	Human Wizard	4	1	2	Radiance — {T}: Wojek Embermage deals 1 damage to target creature and each other creature that shares a color with it.	RAV
Tahngarth, Talruum Hero	Creature	Minotaur Warrior	5	4	4	Vigilance {1}{R}, {T}: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth.	PLS
Nightshade Peddler	Creature	Human Druid	2	1	1	Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as Nightshade Peddler is paired with another creature, both creatures have deathtouch.	AVR
Yotian Soldier	Artifact Creature	Soldier	3	1	4	Vigilance	ATQ 4ED MRD ME4
Zulaport Cutthroat	Creature	Human Rogue Ally	2	1	1	Whenever Zulaport Cutthroat or another creature you control dies, each opponent loses 1 life and you gain 1 life.	BFZ
Pierce Strider	Artifact Creature	Construct	4	3	3	When Pierce Strider enters the battlefield, target opponent loses 3 life.	MBS
Predatory Nightstalker	Creature	Nightstalker	5	3	2	When Predatory Nightstalker enters the battlefield, you may have target opponent sacrifice a creature.	PO2 VMA
Icefeather Aven	Creature	Bird Shaman	2	2	2	Flying Morph {1}{G}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Icefeather Aven is turned face up, you may return another target creature to its owner's hand.	KTK
Orcish Spy	Creature	Orc Rogue	1	1	1	{T}: Look at the top three cards of target player's library.	FEM 8ED
Delver of Secrets	Creature	Human Wizard	1	1	1	At the beginning of your upkeep, look at the top card of your library. You may reveal that card. If an instant or sorcery card is revealed this way, transform Delver of Secrets.	ISD
Irini Sengir	Creature	Vampire Dwarf	4	2	2	Green enchantment spells and white enchantment spells cost {2} more to cast.	HML
Primeval Titan	Creature	Giant	6	6	6	Trample Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle your library.	pGPX M11 M12 MM2
Johan	Creature	Human Wizard	6	5	4	At the beginning of combat on your turn, you may have Johan gain "Johan can't attack" until end of combat. If you do, attacking doesn't cause creatures you control to tap this combat if Johan is untapped.	LEG CHR
Veteran Brawlers	Creature	Human Soldier	2	4	4	Veteran Brawlers can't attack if defending player controls an untapped land. Veteran Brawlers can't block if you control an untapped land.	PCY
Steelshaper Apprentice	Creature	Human Soldier	4	1	3	{W}, {T}, Return Steelshaper Apprentice to its owner's hand: Search your library for an Equipment card, reveal that card, and put it into your hand. Then shuffle your library.	DST
