Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Matsu-Tribe Decoy	['Creature']	['Snake', 'Warrior']	3	['Green']	1	3	{2}{G}: Target creature blocks Matsu-Tribe Decoy this turn if able. Whenever Matsu-Tribe Decoy deals combat damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.	['CHK']
Hisoka, Minamo Sensei	['Creature']	['Human', 'Wizard']	4	['Blue']	1	3	{2}{U}, Discard a card: Counter target spell if it has the same converted mana cost as the discarded card.	['CHK']
Crosis, the Purger	['Creature']	['Dragon']	6	['Blue', 'Black', 'Red']	6	6	Flying Whenever Crosis, the Purger deals combat damage to a player, you may pay {2}{B}. If you do, choose a color, then that player reveals his or her hand and discards all cards of that color.	['INV', 'PD3']
Stalking Assassin	['Creature']	['Human', 'Assassin']	3	['Blue', 'Black']	1	1	{3}{U}, {T}: Tap target creature. {3}{B}, {T}: Destroy target tapped creature.	['INV']
Goblin Spelunkers	['Creature']	['Goblin', 'Warrior']	3	['Red']	2	2	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)	['USG', '7ED', 'RAV']
Liberated Dwarf	['Creature']	['Dwarf']	1	['Red']	1	1	{R}, Sacrifice Liberated Dwarf: Target green creature gets +1/+0 and gains first strike until end of turn.	['JUD']
Grenzo, Dungeon Warden	['Creature']	['Goblin', 'Rogue']	2	['Black', 'Red']	2	2	Grenzo, Dungeon Warden enters the battlefield with X +1/+1 counters on it. {2}: Put the bottom card of your library into your graveyard. If it's a creature card with power less than or equal to Grenzo's power, put it onto the battlefield.	['CNS', 'VMA']
Deathbringer Regent	['Creature']	['Dragon']	7	['Black']	5	6	Flying When Deathbringer Regent enters the battlefield, if you cast it from your hand and there are five or more other creatures on the battlefield, destroy all other creatures.	['pLPA', 'DTK']
Coalition Honor Guard	['Creature']	['Human', 'Flagbearer']	4	['White']	2	4	While choosing targets as part of casting a spell or activating an ability, your opponents must choose at least one Flagbearer on the battlefield if able.	['APC']
Sliver Queen	['Creature']	['Sliver']	5	['White', 'Blue', 'Black', 'Red', 'Green']	7	7	{2}: Put a 1/1 colorless Sliver creature token onto the battlefield.	['STH', 'TPR']
Treespring Lorian	['Creature']	['Beast']	6	['Green']	5	4	Morph {5}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS']
Voracious Wurm	['Creature']	['Wurm']	2	['Green']	2	2	Voracious Wurm enters the battlefield with X +1/+1 counters on it, where X is the amount of life you've gained this turn.	['M14']
Yew Spirit	['Creature']	['Spirit', 'Treefolk']	5	['Green']	3	3	{2}{G}{G}: Yew Spirit gets +X/+X until end of turn, where X is its power.	['AVR']
Sewer Nemesis	['Creature']	['Horror']	4	['Black']	0	0	As Sewer Nemesis enters the battlefield, choose a player. Sewer Nemesis's power and toughness are each equal to the number of cards in the chosen player's graveyard. Whenever the chosen player casts a spell, that player puts the top card of his or her library into his or her graveyard.	['CMD']
Lodestone Golem	['Artifact', 'Creature']	['Golem']	4	colorless	5	3	Nonartifact spells cost {1} more to cast.	['WWK', 'ARC', 'MM2']
Saprazzan Breaker	['Creature']	['Beast']	5	['Blue']	3	3	{U}: Put the top card of your library into your graveyard. If that card is a land card, Saprazzan Breaker can't be blocked this turn.	['MMQ']
Loxodon Anchorite	['Creature']	['Elephant', 'Cleric']	4	['White']	2	3	{T}: Prevent the next 2 damage that would be dealt to target creature or player this turn.	['5DN']
Sturmgeist	['Creature']	['Spirit']	5	['Blue']	0	0	Flying Sturmgeist's power and toughness are each equal to the number of cards in your hand. Whenever Sturmgeist deals combat damage to a player, draw a card.	['ISD']
Kheru Dreadmaw	['Creature']	['Zombie', 'Crocodile']	5	['Black']	4	4	Defender {1}{G}, Sacrifice another creature: You gain life equal to the sacrificed creature's toughness.	['KTK']
Anthroplasm	['Creature']	['Shapeshifter']	4	['Blue']	0	0	Anthroplasm enters the battlefield with two +1/+1 counters on it. {X}, {T}: Remove all +1/+1 counters from Anthroplasm and put X +1/+1 counters on it.	['ULG']
Sludge Crawler	['Creature']	['Eldrazi', 'Drone']	1	colorless	1	1	Devoid (This card has no color.) Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.) {2}: Sludge Crawler gets +1/+1 until end of turn.	['BFZ']
Ghastlord of Fugue	['Creature']	['Spirit', 'Avatar']	5	['Blue', 'Black']	4	4	Ghastlord of Fugue can't be blocked. Whenever Ghastlord of Fugue deals combat damage to a player, that player reveals his or her hand. You choose a card from it. That player exiles that card.	['SHM']
Iname, Life Aspect	['Creature']	['Spirit']	6	['Green']	4	4	When Iname, Life Aspect dies, you may exile it. If you do, return any number of target Spirit cards from your graveyard to your hand.	['CHK']
Flowstone Hellion	['Creature']	['Hellion', 'Beast']	5	['Red']	3	3	Haste {0}: Flowstone Hellion gets +1/-1 until end of turn.	['STH', 'VMA']
Scrivener	['Creature']	['Human', 'Wizard']	5	['Blue']	2	2	When Scrivener enters the battlefield, you may return target instant card from your graveyard to your hand.	['EXO', 'ODY', 'VMA', 'TPR']
Pearl Dragon	['Creature']	['Dragon']	6	['White']	4	4	Flying {1}{W}: Pearl Dragon gets +0/+1 until end of turn.	['MIR', '6ED']
Talon Sliver	['Creature']	['Sliver']	2	['White']	1	1	All Sliver creatures have first strike.	['TMP']
Endless Cockroaches	['Creature']	['Insect']	3	['Black']	1	1	When Endless Cockroaches dies, return it to its owner's hand.	['POR', 'C13']
Child of Night	['Creature']	['Vampire']	2	['Black']	2	1	Lifelink (Damage dealt by this creature also causes you to gain that much life.)	['M10', 'M11', 'M12', 'DDK', 'M14', 'M15']
Thundermaw Hellkite	['Creature']	['Dragon']	5	['Red']	5	5	Flying Haste (This creature can attack and {T} as soon as it comes under your control.) When Thundermaw Hellkite enters the battlefield, it deals 1 damage to each creature with flying your opponents control. Tap those creatures.	['M13']
Malakir Cullblade	['Creature']	['Vampire', 'Warrior']	2	['Black']	1	1	Whenever a creature an opponent controls dies, put a +1/+1 counter on Malakir Cullblade.	['ORI']
Fyndhorn Druid	['Creature']	['Elf', 'Druid']	3	['Green']	2	2	When Fyndhorn Druid dies, if it was blocked this turn, you gain 4 life.	['ALL']
Earthblighter	['Creature']	['Human', 'Cleric']	2	['Black']	1	1	{2}{B}, {T}, Sacrifice a Goblin: Destroy target land.	['LGN']
Heart Warden	['Creature']	['Elf', 'Druid']	2	['Green']	1	1	{T}: Add {G} to your mana pool. {2}, Sacrifice Heart Warden: Draw a card.	['UDS']
Eater of Days	['Artifact', 'Creature']	['Leviathan']	4	colorless	9	8	Flying, trample When Eater of Days enters the battlefield, you skip your next two turns.	['DST']
Dream Fighter	['Creature']	['Human', 'Soldier']	3	['Blue']	1	1	Whenever Dream Fighter blocks or becomes blocked by a creature, Dream Fighter and that creature phase out. (While they're phased out, they're treated as though they don't exist. Each one phases in before its controller untaps during his or her next untap step.)	['MIR']
Shriek Raptor	['Creature']	['Bird']	5	['White']	2	3	Flying Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)	['NPH']
Midnight Guard	['Creature']	['Human', 'Soldier']	3	['White']	2	3	Whenever another creature enters the battlefield, untap Midnight Guard.	['DKA', 'M15']
Assault Zeppelid	['Creature']	['Beast']	4	['Blue', 'Green']	3	3	Flying, trample	['DIS']
Thermal Glider	['Creature']	['Human', 'Rebel']	3	['White']	2	1	Flying, protection from red	['MMQ']
Plated Spider	['Creature']	['Spider']	5	['Green']	4	4	Reach (This creature can block creatures with flying.)	['UDS', 'BTD']
Kitsune Dawnblade	['Creature']	['Fox', 'Samurai']	5	['White']	2	3	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) When Kitsune Dawnblade enters the battlefield, you may tap target creature.	['SOK']
Spawn of Rix Maadi	['Creature']	['Horror']	5	['Black', 'Red']	5	3	Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)	['RTR']
Battle-Mad Ronin	['Creature']	['Human', 'Samurai']	2	['Red']	1	1	Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.) Battle-Mad Ronin attacks each turn if able.	['CHK']
Crypt Angel	['Creature']	['Angel']	5	['Black']	3	3	Flying, protection from white When Crypt Angel enters the battlefield, return target blue or red creature card from your graveyard to your hand.	['INV']
Devouring Swarm	['Creature']	['Insect']	3	['Black']	2	1	Flying Sacrifice a creature: Devouring Swarm gets +1/+1 until end of turn.	['M12']
Paper Tiger	['Artifact', 'Creature']	No-sub-type	4	colorless	4	3	Rock Lobsters cannot attack or block.	['UGL']
Arc Runner	['Creature']	['Elemental', 'Ox']	3	['Red']	5	1	Haste (This creature can attack and {T} as soon as it comes under your control.) At the beginning of the end step, sacrifice Arc Runner.	['M11']
Squallmonger	['Creature']	['Monger']	4	['Green']	3	3	{2}: Squallmonger deals 1 damage to each creature with flying and each player. Any player may activate this ability.	['MMQ', 'CMD']
Feral Hydra	['Creature']	['Hydra', 'Beast']	1	['Green']	0	0	Feral Hydra enters the battlefield with X +1/+1 counters on it. {3}: Put a +1/+1 counter on Feral Hydra. Any player may activate this ability.	['ALA', 'ARC']
Collector Protector	['Creature']	['Human', 'Gamer']	5	['White']	2	5	{W}, Give an opponent a nonland card you own from outside the game: Prevent the next 1 damage that would be dealt to you or Collector Protector this turn.	['UNH']
Cold-Eyed Selkie	['Creature']	['Merfolk', 'Rogue']	3	['Blue', 'Green']	1	1	Islandwalk (This creature can't be blocked as long as defending player controls an Island.) Whenever Cold-Eyed Selkie deals combat damage to a player, you may draw that many cards.	['EVE', 'MMA']
Johan	['Creature']	['Human', 'Wizard']	6	['White', 'Red', 'Green']	5	4	At the beginning of combat on your turn, you may have Johan gain "Johan can't attack" until end of combat. If you do, attacking doesn't cause creatures you control to tap this combat if Johan is untapped.	['LEG', 'CHR']
Thunderfoot Baloth	['Creature']	['Beast']	6	['Green']	5	5	Trample Lieutenant — As long as you control your commander, Thunderfoot Baloth gets +2/+2 and other creatures you control get +2/+2 and have trample.	['C14']
Wall of Tanglecord	['Artifact', 'Creature']	['Wall']	2	colorless	0	6	Defender {G}: Wall of Tanglecord gains reach until end of turn. (It can block creatures with flying.)	['SOM']
Heartwood Giant	['Creature']	['Giant']	5	['Green']	4	4	{T}, Sacrifice a Forest: Heartwood Giant deals 2 damage to target player.	['TMP', 'TPR']
Wretched Anurid	['Creature']	['Zombie', 'Frog', 'Beast']	2	['Black']	3	3	Whenever another creature enters the battlefield, you lose 1 life.	['ONS']
Vedalken Heretic	['Creature']	['Vedalken', 'Rogue']	2	['Blue', 'Green']	1	1	Whenever Vedalken Heretic deals damage to an opponent, you may draw a card.	['ARB']
Folk of An-Havva	['Creature']	['Human']	1	['Green']	1	1	Whenever Folk of An-Havva blocks, it gets +2/+0 until end of turn.	['HML']
Sky Spirit	['Creature']	['Spirit']	3	['White', 'Blue']	2	2	Flying, first strike	['TMP', 'DDI', 'CNS']
Bellows Lizard	['Creature']	['Lizard']	1	['Red']	1	1	{1}{R}: Bellows Lizard gets +1/+0 until end of turn.	['RTR', 'ORI']
Ambush Viper	['Creature']	['Snake']	2	['Green']	2	1	Flash (You may cast this spell any time you could cast an instant.) Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)	['ISD']
Alabaster Leech	['Creature']	['Leech']	1	['White']	1	3	White spells you cast cost {W} more to cast.	['INV']
Krosan Constrictor	['Creature']	['Snake']	4	['Green']	2	2	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) {T}: Target black creature gets -2/-0 until end of turn.	['TOR']
Screeching Buzzard	['Creature']	['Bird']	4	['Black']	2	2	Flying When Screeching Buzzard dies, each opponent discards a card.	['ONS']
Defiant Elf	['Creature']	['Elf']	1	['Green']	1	1	Trample	['LGN']
Bringer of the Blue Dawn	['Creature']	['Bringer']	9	['Blue']	5	5	You may pay {W}{U}{B}{R}{G} rather than pay Bringer of the Blue Dawn's mana cost. Trample At the beginning of your upkeep, you may draw two cards.	['5DN']
Nefashu	['Creature']	['Zombie', 'Mutant']	6	['Black']	5	3	Whenever Nefashu attacks, up to five target creatures each get -1/-1 until end of turn.	['SCG', 'HOP']
Painsmith	['Creature']	['Human', 'Artificer']	2	['Black']	2	1	Whenever you cast an artifact spell, you may have target creature get +2/+0 and gain deathtouch until end of turn.	['SOM']
Hollowborn Barghest	['Creature']	['Demon', 'Hound']	7	['Black']	7	6	At the beginning of your upkeep, if you have no cards in hand, each opponent loses 2 life. At the beginning of each opponent's upkeep, if that player has no cards in hand, he or she loses 2 life.	['SHM']
Living Airship	['Creature']	['Metathran']	4	['Blue']	2	3	Flying {2}{G}: Regenerate Living Airship.	['APC']
Charmed Griffin	['Creature']	['Griffin']	4	['White']	3	3	Flying When Charmed Griffin enters the battlefield, each other player may put an artifact or enchantment card onto the battlefield from his or her hand.	['MMQ']
Shivan Wurm	['Creature']	['Wurm']	5	['Red', 'Green']	7	7	Trample When Shivan Wurm enters the battlefield, return a red or green creature you control to its owner's hand.	['PLS', 'VMA']
Malignus	['Creature']	['Elemental', 'Spirit']	5	['Red']	0	0	Malignus's power and toughness are each equal to half the highest life total among your opponents, rounded up. Damage that would be dealt by Malignus can't be prevented.	['AVR']
Mentor of the Meek	['Creature']	['Human', 'Soldier']	3	['White']	2	2	Whenever another creature with power 2 or less enters the battlefield under your control, you may pay {1}. If you do, draw a card.	['ISD', 'C14']
Soulmender	['Creature']	['Human', 'Cleric']	1	['White']	1	1	{T}: You gain 1 life.	['M14', 'M15']
Riot Piker	['Creature']	['Goblin', 'Berserker']	2	['Red']	2	1	First strike Riot Piker attacks each turn if able.	['DGM']
Bloom Tender	['Creature']	['Elf', 'Druid']	2	['Green']	1	1	{T}: For each color among permanents you control, add one mana of that color to your mana pool.	['EVE']
Transmogrifying Licid	['Artifact', 'Creature']	['Licid']	3	colorless	2	2	{1}, {T}: Transmogrifying Licid loses this ability and becomes an Aura enchantment with enchant creature. Attach it to target creature. You may pay {1} to end this effect. Enchanted creature gets +1/+1 and is an artifact in addition to its other types.	['EXO']
Karador, Ghost Chieftain	['Creature']	['Centaur', 'Spirit']	8	['White', 'Black', 'Green']	3	4	Karador, Ghost Chieftain costs {1} less to cast for each creature card in your graveyard. During each of your turns, you may cast one creature card from your graveyard.	['pJGP', 'CMD']
Wirewood Guardian	['Creature']	['Elf', 'Mutant']	7	['Green']	6	6	Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, and put it into your hand. Then shuffle your library.)	['SCG']
Volrath the Fallen	['Creature']	['Shapeshifter']	6	['Black']	6	4	{1}{B}, Discard a creature card: Volrath the Fallen gets +X/+X until end of turn, where X is the discarded card's converted mana cost.	['NMS']
Keeper of the Sacred Word	['Creature']	['Human', 'Druid']	3	['Green']	2	3	As Keeper of the Sacred Word comes into play, choose a word. Whenever an opponent says the chosen word, Keeper of the Sacred Word gets +3/+3 until end of turn.	['UNH']
